wr_id,date_requested,prob_type,date_completed,bl_id
118252,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00060  
118253,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00120  
118254,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00029  
118255,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00027  
118256,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00025  
118257,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00026  
118258,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00030  
118259,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00035  
118260,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00028  
118261,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00031  
118262,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00163  
118263,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00100  
118264,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00039  
118272,2019-03-12 00:00:00.000,PREVENTIVE MAINT                ,,B00050  
118276,2019-03-12 00:00:00.000,PLUMBING-TOILET|LEAKING         ,2019-04-16 00:00:00.000,B00061  
118277,2019-03-12 00:00:00.000,ELEC/LIGHT                      ,2019-04-15 00:00:00.000,B00061  
118278,2019-03-12 00:00:00.000,PLUMBING-SINK                   ,,B06040  
118283,2019-03-12 00:00:00.000,DOOR                            ,2019-03-19 00:00:00.000,B00062  
118287,2019-03-12 00:00:00.000,HVAC INFRASTRUCTURE             ,2019-04-01 00:00:00.000,B00056  
118288,2019-03-12 00:00:00.000,ELEC/LIGHT                      ,2019-08-13 00:00:00.000,B00039  
118290,2019-03-12 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B00020  
118291,2019-03-12 00:00:00.000,PLUMB/LEAK                      ,2019-12-02 00:00:00.000,B00021  
118300,2019-03-12 00:00:00.000,ELEVATOR                        ,,B09033  
118301,2019-03-12 00:00:00.000,BUILDING PM                     ,,B06040  
118303,2019-03-12 00:00:00.000,OVERHDDOOR                      ,2019-09-03 00:00:00.000,B04028  
118304,2019-03-12 00:00:00.000,OTHER                           ,2019-04-10 00:00:00.000,B08313  
118306,2019-03-12 15:11:00.807,NULL,,NULL
118307,2019-03-12 00:00:00.000,PLUMBING-WATER SUPPLY           ,2019-04-10 00:00:00.000,P01051  
118308,2019-03-12 00:00:00.000,FENCE_GATE                      ,,B07051  
118309,2019-03-12 00:00:00.000,ROOF                            ,,P01051  
118310,2019-03-12 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B07051  
118311,2019-03-12 00:00:00.000,PLUMBING-WATER SUPPLY           ,2019-07-24 00:00:00.000,B07101  
118314,2019-03-12 00:00:00.000,PLUMB/OTHER                     ,2019-04-09 00:00:00.000,B04018  
118316,2019-03-12 00:00:00.000,SERV/PEST                       ,,B00100  
118317,2019-03-12 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B07051  
118319,2019-03-12 00:00:00.000,SERV/PEST                       ,2019-03-19 00:00:00.000,C06112  
118323,2019-03-13 00:00:00.000,BATHROOM_FIXT                   ,2019-03-19 00:00:00.000,B00057  
118324,2019-03-13 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,b00050  
118327,2019-03-13 00:00:00.000,HVAC|REPAIR                     ,2019-04-09 00:00:00.000,B90980  
118328,2019-03-13 00:00:00.000,CARPENTRY                       ,2019-03-19 00:00:00.000,B00057  
118331,2019-03-13 00:00:00.000,DOOR                            ,2019-03-19 00:00:00.000,B00062  
118332,2019-03-13 00:00:00.000,DOOR                            ,2019-03-19 00:00:00.000,B00062  
118333,2019-03-13 00:00:00.000,ELEC/OTHER                      ,2019-03-19 00:00:00.000,B00062  
118334,2019-03-13 00:00:00.000,OTHER                           ,2019-10-25 00:00:00.000,B00056  
118335,2019-03-13 00:00:00.000,ELEC/LIGHT                      ,,C01006  
118337,2019-03-13 00:00:00.000,FLOOR                           ,2020-02-11 00:00:00.000,B00062  
118339,2019-03-13 00:00:00.000,HVAC                            ,2019-12-02 00:00:00.000,B00048  
118341,2019-03-13 00:00:00.000,ELEC/OTHER                      ,2019-09-19 00:00:00.000,B02034  
118344,2019-03-13 00:00:00.000,PLUMBING-TOILET                 ,,B00016  
118345,2019-03-13 00:00:00.000,HVAC|INSPECTION                 ,2019-09-19 00:00:00.000,C02010  
118350,2019-03-13 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-12-02 00:00:00.000,B00048  
118351,2019-03-13 00:00:00.000,SNOW_REMOVAL                    ,2019-12-16 00:00:00.000,B00048  
118352,2019-03-13 00:00:00.000,PLUMB/UNCLOG                    ,2019-12-16 00:00:00.000,B00048  
118353,2019-03-13 00:00:00.000,FLOOR                           ,2019-12-16 00:00:00.000,B00048  
118354,2019-03-13 00:00:00.000,PLUMB/UNCLOG                    ,2019-12-16 00:00:00.000,B00048  
118355,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-16 00:00:00.000,B00048  
118356,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118357,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118358,2019-03-13 00:00:00.000,ELEC/LIGHT                      ,2019-12-20 00:00:00.000,B00048  
118359,2019-03-13 00:00:00.000,ELEC/LIGHT                      ,2019-12-20 00:00:00.000,B00048  
118360,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118364,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118365,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118366,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118367,2019-03-13 00:00:00.000,FLOOR                           ,,B00038  
118368,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118369,2019-03-13 00:00:00.000,PLUMBING-TOILET                 ,2019-12-20 00:00:00.000,B00048  
118370,2019-03-13 00:00:00.000,ELEC/OTHER                      ,2019-12-20 00:00:00.000,B00048  
118371,2019-03-13 00:00:00.000,HVAC INFRASTRUCTURE             ,2019-04-09 00:00:00.000,B00051  
118372,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118373,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118374,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118375,2019-03-13 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-12-20 00:00:00.000,B00048  
118376,2019-03-13 00:00:00.000,PLUMBING-SINK                   ,2019-12-20 00:00:00.000,B00048  
118377,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118378,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118379,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118381,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118382,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118383,2019-03-13 00:00:00.000,PLUMB/UNCLOG                    ,2019-12-20 00:00:00.000,B00048  
118384,2019-03-13 00:00:00.000,ELEC/LIGHT                      ,2019-12-20 00:00:00.000,B00048  
118385,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118386,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118387,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118388,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118389,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118390,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118391,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118392,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118393,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118394,2019-03-13 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118395,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118396,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118397,2019-03-13 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118398,2019-03-13 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118399,2019-03-13 00:00:00.000,BATHROOM_FIXT                   ,2019-12-20 00:00:00.000,B00048  
118400,2019-03-13 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B04019  
118401,2019-03-13 00:00:00.000,OTHER                           ,2019-04-09 00:00:00.000,B04009  
118409,2019-03-14 00:00:00.000,_DELIVERY                       ,2019-04-10 00:00:00.000,B00057  
118410,2019-03-14 00:00:00.000,ELEC/LIGHT                      ,2019-03-19 00:00:00.000,B00061  
118413,2019-03-14 00:00:00.000,PLUMB/OTHER                     ,2019-04-01 00:00:00.000,B00120  
118414,2019-03-14 00:00:00.000,ELECTRICAL                      ,2019-03-19 00:00:00.000,B00056  
118416,2019-03-14 00:00:00.000,ELEC/GENERAL                    ,2019-04-16 00:00:00.000,B00057  
118418,2019-03-14 00:00:00.000,OTHER                           ,2019-04-03 00:00:00.000,B00057  
118419,2019-03-14 00:00:00.000,OTHER                           ,2019-07-17 00:00:00.000,B00012  
118426,2019-03-14 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00020  
118427,2019-03-14 00:00:00.000,OTHER                           ,,B00057  
118429,2019-03-14 00:00:00.000,HVAC|REPAIR                     ,2019-04-10 00:00:00.000,B00021  
118430,2019-03-14 00:00:00.000,DOOR                            ,,B98661  
118431,2019-03-14 00:00:00.000,ENVIRONMENTAL                   ,,B04007  
118432,2019-03-14 00:00:00.000,HVAC                            ,2019-07-17 00:00:00.000,B04028  
118435,2019-03-14 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,P01002  
118437,2019-03-14 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,P02005  
118439,2019-03-14 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,P01064  
118440,2019-03-14 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,P01033  
118441,2019-03-14 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,B00101  
118442,2019-03-14 00:00:00.000,PLUMBING-SINK                   ,2019-03-20 00:00:00.000,B04005  
118445,2019-03-14 00:00:00.000,BATHROOM_FIXT                   ,,B98664  
118446,2019-03-14 00:00:00.000,CEILTILE                        ,,B98664  
118450,2019-03-15 00:00:00.000,OVERHDDOOR                      ,2019-09-03 00:00:00.000,B04023  
118453,2019-03-15 00:00:00.000,CARPENTRY                       ,2019-04-03 00:00:00.000,B00057  
118454,2019-03-15 00:00:00.000,DOOR                            ,2019-07-23 00:00:00.000,B00051  
118455,2019-03-15 00:00:00.000,ELEC/LIGHT                      ,,B00057  
118456,2019-03-15 00:00:00.000,LOCK                            ,,B00057  
118457,2019-03-15 00:00:00.000,BUILDING EXTERIOR               ,,B00063  
118458,2019-03-15 00:00:00.000,LOCK                            ,2019-12-30 00:00:00.000,B00056  
118460,2019-03-15 00:00:00.000,OTHER                           ,,B00102  
118469,2019-03-15 00:00:00.000,PLUMBING-SANITARY               ,2019-08-23 00:00:00.000,B07103  
118470,2019-03-15 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,B90050  
118473,2019-03-15 00:00:00.000,OTHER                           ,2019-04-10 00:00:00.000,B00057  
118474,2019-03-15 00:00:00.000,BOILER                          ,2019-04-01 00:00:00.000,B04043  
118479,2019-03-15 00:00:00.000,HVAC                            ,2019-07-17 00:00:00.000,B00038  
118480,2019-03-15 00:00:00.000,FLOOR                           ,2019-09-24 00:00:00.000,B04004  
118483,2019-03-16 00:00:00.000,PLUMB/OTHER                     ,2019-04-10 00:00:00.000,B00039  
118487,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00060  
118488,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,2019-10-14 00:00:00.000,B00020  
118489,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00021  
118490,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00029  
118491,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00025  
118492,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00030  
118493,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00028  
118494,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,,B00031  
118496,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B90050  
118497,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B90050  
118498,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B00022  
118499,2019-03-18 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B00022  
118500,2019-03-18 00:00:00.000,DOOR                            ,,B06043  
118502,2019-03-18 00:00:00.000,DOOR                            ,,P01064  
118503,2019-03-18 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00102  
118504,2019-03-18 00:00:00.000,HVAC                            ,2019-04-10 00:00:00.000,B00020  
118508,2019-03-18 00:00:00.000,HVAC                            ,2019-04-09 00:00:00.000,B00048  
118509,2019-03-18 00:00:00.000,HVAC|REPLACEMENT                ,,B00179  
118510,2019-03-18 00:00:00.000,HVAC INFRASTRUCTURE             ,2019-07-17 00:00:00.000,B00057  
118511,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00020  
118512,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00023  
118513,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00163  
118514,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00057  
118515,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00051  
118517,2019-03-18 00:00:00.000,HVAC INFRASTRUCTURE             ,,B06031  
118518,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00061  
118519,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00064  
118520,2019-03-18 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-03-19 00:00:00.000,B00052  
118523,2019-03-18 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00122  
118524,2019-03-18 00:00:00.000,FLOOR                           ,,B00038  
118525,2019-03-18 00:00:00.000,HVAC INFRASTRUCTURE             ,2019-04-01 00:00:00.000,B00020  
118526,2019-03-18 00:00:00.000,ELEC/LIGHT                      ,,B00038  
118527,2019-03-18 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B00165  
118534,2019-03-18 00:00:00.000,HVAC INFRASTRUCTURE             ,2019-10-07 00:00:00.000,B00050  
118535,2019-03-18 00:00:00.000,HVAC                            ,2019-04-09 00:00:00.000,B06113  
118537,2019-03-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,,B00057  
118538,2019-03-18 00:00:00.000,HVAC|REPAIR                     ,2019-03-19 00:00:00.000,B00062  
118539,2019-03-18 00:00:00.000,HVAC|REPAIR                     ,2019-03-19 00:00:00.000,B00062  
118540,2019-03-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,,B00058  
118541,2019-03-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,,B00052  
118542,2019-03-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,,B00052  
118544,2019-03-18 00:00:00.000,HVAC                            ,2019-04-09 00:00:00.000,B00165  
118545,2019-03-18 00:00:00.000,PLUMB/LEAK                      ,2019-07-17 00:00:00.000,B04011  
118546,2019-03-18 00:00:00.000,OTHER                           ,,B02700  
118547,2019-03-18 00:00:00.000,ENVIRONMENTAL                   ,,B04007  
118548,2019-03-18 00:00:00.000,ELEC/GENERAL                    ,2019-03-29 00:00:00.000,B00165  
118552,2019-03-19 00:00:00.000,OTHER                           ,,B00101  
118560,2019-03-19 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00021  
118561,2019-03-19 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00100  
118562,2019-03-19 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B00102  
118563,2019-03-19 00:00:00.000,CEILTILE                        ,2019-12-20 00:00:00.000,B00048  
118564,2019-03-19 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118565,2019-03-19 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118566,2019-03-19 00:00:00.000,PLUMBING-TOILET                 ,2019-12-20 00:00:00.000,B00048  
118567,2019-03-19 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2019-12-20 00:00:00.000,B00048  
118568,2019-03-19 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2019-12-20 00:00:00.000,B00048  
118569,2019-03-19 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118570,2019-03-19 00:00:00.000,SERV/CUSTODIAL                  ,2019-12-20 00:00:00.000,B00048  
118571,2019-03-19 00:00:00.000,PLUMB/UNCLOG                    ,2019-12-20 00:00:00.000,B00048  
118572,2019-03-19 00:00:00.000,HVAC                            ,2019-12-20 00:00:00.000,B00048  
118574,2019-03-19 00:00:00.000,ELEC/LIGHT                      ,2019-12-20 00:00:00.000,B00048  
118577,2019-03-19 00:00:00.000,ELEVATOR                        ,,B00063  
118578,2019-03-19 00:00:00.000,ENVIRONMENTAL                   ,,B00193  
118579,2019-03-19 00:00:00.000,OTHER                           ,2019-04-12 00:00:00.000,B00163  
118580,2019-03-19 00:00:00.000,CEILTILE                        ,,B00031  
118582,2019-03-19 00:00:00.000,CEILTILE                        ,2019-09-30 00:00:00.000,B00020  
118584,2019-03-19 00:00:00.000,OTHER                           ,2019-03-27 00:00:00.000,B00057  
118586,2019-03-19 00:00:00.000,OTHER                           ,2019-03-27 00:00:00.000,B00057  
118589,2019-03-19 00:00:00.000,HVAC                            ,2019-07-17 00:00:00.000,B04019  
118590,2019-03-19 00:00:00.000,PLUMB/OTHER                     ,2019-07-17 00:00:00.000,B04004  
118594,2019-03-20 00:00:00.000,PLUMBING-URINAL                 ,,B06043  
118603,2019-03-20 00:00:00.000,WINDOW                          ,,B00181  
118605,2019-03-20 00:00:00.000,PLUMBING-WATER SUPPLY           ,2019-07-17 00:00:00.000,B00082  
118607,2019-03-20 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B00100  
118608,2019-03-20 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,B00082  
118609,2019-03-20 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,B09864  
118610,2019-03-20 00:00:00.000,ROOF                            ,,B00035  
118612,2019-03-20 00:00:00.000,PLUMBING-TOILET|NOT OPERATING   ,2019-04-11 00:00:00.000,B00062  
118613,2019-03-20 00:00:00.000,OTHER                           ,,B00062  
118614,2019-03-20 00:00:00.000,CARPENTRY                       ,2019-03-27 00:00:00.000,B00058  
118615,2019-03-20 00:00:00.000,PLUMBING-SINK|NOT OPERATING     ,2019-07-17 00:00:00.000,B00062  
118616,2019-03-20 00:00:00.000,DOOR                            ,2019-12-20 00:00:00.000,B00164  
118617,2019-03-20 00:00:00.000,ROOF                            ,,B00064  
118619,2019-03-20 00:00:00.000,ENVIRONMENTAL                   ,,B00064  
118621,2019-03-20 00:00:00.000,ELEC/GENERAL                    ,2019-04-16 00:00:00.000,B00064  
118622,2019-03-20 00:00:00.000,CEILTILE                        ,,B00038  
118623,2019-03-20 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B06038  
118626,2019-03-20 11:29:11.290,NULL,,NULL
118630,2019-03-20 00:00:00.000,ELEC/LIGHT                      ,2019-03-22 00:00:00.000,B90050  
118632,2019-03-20 00:00:00.000,PLUMBING-TOILET                 ,2019-03-22 00:00:00.000,B90050  
118634,2019-03-20 00:00:00.000,DOOR                            ,,B00166  
118641,2019-03-20 00:00:00.000,HVAC|REPAIR                     ,2019-07-17 00:00:00.000,B00060  
118642,2019-03-20 00:00:00.000,HVAC                            ,2019-04-09 00:00:00.000,B00060  
118644,2019-03-20 00:00:00.000,PLUMBING-TOILET                 ,,B06040  
118646,2019-03-20 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B04035  
118647,2019-03-20 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B04014  
118649,2019-03-21 00:00:00.000,ELEC/LIGHT                      ,2019-12-20 00:00:00.000,B00048  
118650,2019-03-21 00:00:00.000,PLUMBING-SINK                   ,2019-12-20 00:00:00.000,B00048  
118651,2019-03-21 00:00:00.000,ELEVATOR                        ,,B06074  
118652,2019-03-21 00:00:00.000,ELEC/LIGHT                      ,2020-01-21 00:00:00.000,B00021  
118654,2019-03-21 00:00:00.000,LOCK                            ,2019-12-20 00:00:00.000,b00048  
118657,2019-03-21 00:00:00.000,PLUMB/LEAK                      ,2019-04-09 00:00:00.000,B04028  
118658,2019-03-21 00:00:00.000,OTHER                           ,2019-10-25 00:00:00.000,B00056  
118659,2019-03-21 00:00:00.000,PLUMB/OTHER                     ,2019-04-01 00:00:00.000,B04048  
118661,2019-03-21 00:00:00.000,DOOR                            ,,B98664  
118662,2019-03-21 00:00:00.000,SECURITY SYSTEMS-CAMERA|REPAIR  ,,B00051  
118664,2019-03-21 00:00:00.000,FLOOR                           ,2019-09-10 00:00:00.000,B04048  
118665,2019-03-21 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B04048  
118667,2019-03-21 00:00:00.000,PLUMB/OTHER                     ,2019-04-09 00:00:00.000,B04048  
118669,2019-03-22 00:00:00.000,ELEC/LIGHT                      ,,B00061  
118673,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,2019-04-01 00:00:00.000,B00058  
118682,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,2020-01-21 00:00:00.000,B00021  
118683,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00182  
118684,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00103  
118685,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00120  
118686,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00035  
118687,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00163  
118688,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00039  
118689,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00039  
118690,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00163  
118691,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00035  
118692,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00120  
118693,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00103  
118694,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00182  
118695,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00021  
118704,2019-03-22 00:00:00.000,PREVENTIVE MAINT                ,,B00058  
118708,2019-03-22 00:00:00.000,PLUMBING-TOILET                 ,2019-03-29 00:00:00.000,B00061  
118711,2019-03-22 00:00:00.000,PLUMB/OTHER                     ,2019-07-24 00:00:00.000,B00050  
118715,2019-03-22 00:00:00.000,ELECTRICAL                      ,,B00057  
118718,2019-03-22 00:00:00.000,HVAC                            ,2019-09-19 00:00:00.000,B07101  
118720,2019-03-22 00:00:00.000,PLUMBING-TOILET                 ,2020-01-27 00:00:00.000,B00021  
118721,2019-03-22 00:00:00.000,ELEVATOR                        ,,B00122  
118727,2019-03-22 00:00:00.000,OTHER                           ,,B00050  
118728,2019-03-22 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,,B06047  
118730,2019-03-22 00:00:00.000,ROOF                            ,,B04006  
118731,2019-03-22 00:00:00.000,ROOF                            ,,B04014  
118732,2019-03-22 00:00:00.000,ROOF                            ,,B04024  
118733,2019-03-22 00:00:00.000,ROOF                            ,,B04003  
118734,2019-03-22 00:00:00.000,ROOF                            ,,B04007  
118735,2019-03-22 00:00:00.000,ROOF                            ,,B04005  
118736,2019-03-22 00:00:00.000,ROOF                            ,,B04016  
118737,2019-03-22 00:00:00.000,ROOF                            ,,B04034  
118738,2019-03-22 00:00:00.000,ROOF                            ,,B00048  
118740,2019-03-22 00:00:00.000,ELEC/GENERAL                    ,,B00057  
118741,2019-03-22 00:00:00.000,ROOF                            ,,B07982  
118742,2019-03-22 00:00:00.000,ROOF                            ,,B04031  
118748,2019-03-22 00:00:00.000,BUILDING EXTERIOR               ,,B00030  
118749,2019-03-22 00:00:00.000,BUILDING EXTERIOR               ,,B00026  
118750,2019-03-22 00:00:00.000,BUILDING EXTERIOR               ,2020-01-21 00:00:00.000,B00057  
118751,2019-03-22 00:00:00.000,HVAC|REPAIR                     ,2019-04-09 00:00:00.000,B02042  
118753,2019-03-22 00:00:00.000,PLUMB/OTHER                     ,2019-07-17 00:00:00.000,B04003  
118754,2019-03-22 00:00:00.000,PLUMB/OTHER                     ,2019-04-01 00:00:00.000,B04017  
118755,2019-03-22 00:00:00.000,FENCE_GATE                      ,,B04009  
118758,2019-03-22 00:00:00.000,ROOF                            ,,B04048  
118760,2019-03-22 00:00:00.000,HVAC                            ,2019-04-09 00:00:00.000,B04034  
118761,2019-03-22 00:00:00.000,HVAC                            ,2019-04-01 00:00:00.000,B04033  
118766,2019-03-24 00:00:00.000,OTHER                           ,2019-04-03 00:00:00.000,B00163  
118767,2019-03-24 00:00:00.000,OTHER                           ,2019-04-03 00:00:00.000,B00163  
118768,2019-03-24 00:00:00.000,OTHER                           ,2019-04-03 00:00:00.000,B00163  
118769,2019-03-24 00:00:00.000,WALL                            ,2019-04-03 00:00:00.000,B00163  
118770,2019-03-24 00:00:00.000,PLUMB/LEAK                      ,2019-04-03 00:00:00.000,B00163  
118771,2019-03-24 00:00:00.000,PLUMBING-TOILET                 ,2019-04-03 00:00:00.000,B00163  
118772,2019-03-24 00:00:00.000,PLUMB/OTHER                     ,2019-10-21 00:00:00.000,B00163  
118773,2019-03-24 00:00:00.000,DOOR                            ,2019-04-17 00:00:00.000,B00163  
118774,2019-03-24 00:00:00.000,PLUMB/OTHER                     ,2019-07-17 00:00:00.000,B00163  
118775,2019-03-24 00:00:00.000,FLOOR                           ,2019-04-03 00:00:00.000,B00163  
118778,2019-03-25 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B90050  
118779,2019-03-25 00:00:00.000,PREVENTIVE MAINT                ,2019-07-05 00:00:00.000,B90050  
